  0.00			 -3.90		-20.75		 37.50
  0.00			 -4.00		-21.50		 38.00
  0.00			 -4.10		-21.90		 38.50
  0.00			 -4.20		-22.30		 39.00
  0.00			 -4.30		-22.55		 39.50
  0.00			 -4.40		-22.80		 40.00
  0.00			 -4.50		-22.85		 40.50
  0.00			 -4.60		-22.90		 41.00
  0.00			 -4.75		-23.15		 41.50
  0.00			 -4.90		-23.40		 42.00
  0.00			 -5.00		-23.75		 42.50
  0.00			 -5.10		-24.10		 43.00
  0.00			 -5.20		-24.85		 43.50
  0.00			 -5.30		-25.60		 44.00
  0.00			 -5.45		-26.55		 44.50
  0.00			 -5.60		-27.50		 45.00
  0.00			 -5.70		-28.60		 45.50
  0.00			 -5.80		-29.70		 46.00
  0.00			 -5.90		-30.45		 46.50
  0.00			 -6.00		-31.20		 47.00
  0.00			 -6.15		-31.15		 47.50
  0.00			 -6.30		-31.10		 48.00
  0.00			 -6.40		-30.20		 48.50
  0.00			 -6.50		-29.30		 49.00
  0.00			 -6.65		-28.80		 49.50
  0.00			 -6.80		-28.30		 50.00
  0.00			 -6.95		-27.85		 50.50
  0.00			 -7.10		-27.40		 51.00
  0.00			 -7.20		-27.30		 51.50
  0.00			 -7.30		-27.20		 52.00
  0.00			 -7.45		-27.15		 52.50
  0.00			 -7.60		-27.10		 53.00
  0.00			 -7.70		-27.55		 53.50
  0.00			 -7.80		-28.00		 54.00
  0.00			 -7.95		-28.50		 54.50
  0.00			 -8.10		-29.00		 55.00
  0.00			 -8.25		-29.95		 55.50
  0.00			 -8.40		-30.90		 56.00
  0.00			 -8.55		-32.00		 56.50
  0.00			 -8.70		-33.10		 57.00
  0.00			 -8.80		-34.60		 57.50
  0.00			 -8.90		-36.10		 58.00
  0.00			 -9.05		-37.25		 58.50
  0.00			 -9.20		-38.40		 59.00
  0.00			 -9.35		-38.35		 59.50
  0.00			 -9.50		-38.30		 60.00
  0.00			 -9.65		-37.20		 60.50
  0.00			 -9.80		-36.10		 61.00
  0.00			 -9.95		-34.85		 61.50
  0.00			-10.10		-33.60		 62.00
  0.00			-10.25		-32.80		 62.50
  0.00			-10.40		-32.00		 63.00
  0.00			-10.55		-31.60		 63.50
  0.00			-10.70		-31.20		 64.00
  0.00			-10.80		-31.15		 64.50
  0.00			-10.90		-31.10		 65.00
  0.00			-11.05		-31.00		 65.50
  0.00			-11.20		-30.90		 66.00
  0.00			-11.35		-30.80		 66.50
  0.00			-11.50		-30.70		 67.00
  0.00			-11.65		-30.60		 67.50
  0.00			-11.80		-30.50		 68.00
  0.00			-11.95		-30.55		 68.50
  0.00			-12.10		-30.60		 69.00
  0.00			-12.25		-30.40		 69.50
  0.00			-12.40		-30.20		 70.00
  0.00			-12.55		-29.90		 70.50
  0.00			-12.70		-29.60		 71.00
  0.00			-12.85		-29.25		 71.50
  0.00			-13.00		-28.90		 72.00
  0.00			-13.10		-28.60		 72.50
  0.00			-13.20		-28.30		 73.00
  0.00			-13.35		-27.80		 73.50
  0.00			-13.50		-27.30		 74.00
  0.00			-13.65		-27.10		 74.50
  0.00			-13.80		-26.90		 75.00
  0.00			-13.95		-26.45		 75.50
  0.00			-14.10		-26.00		 76.00
  0.00			-14.25		-25.80		 76.50
  0.00			-14.40		-25.60		 77.00
  0.00			-14.50		-25.35		 77.50
  0.00			-14.60		-25.10		 78.00
  0.00			-14.75		-24.90		 78.50
  0.00			-14.90		-24.70		 79.00
  0.00			-15.05		-24.55		 79.50
  0.00			-15.20		-24.40		 80.00
  0.00			-15.35		-24.25		 80.50
  0.00			-15.50		-24.10		 81.00
  0.00			-15.60		-24.10		 81.50
  0.00			-15.70		-24.10		 82.00
  0.00			-15.85		-24.05		 82.50
  0.00			-16.00		-24.00		 83.00
  0.00			-16.10		-24.00		 83.50
  0.00			-16.20		-24.00		 84.00
  0.00			-16.35		-24.15		 84.50
  0.00			-16.50		-24.30		 85.00
  0.00			-16.65		-24.35		 85.50
  0.00			-16.80		-24.40		 86.00
  0.00			-16.95		-24.65		 86.50
  0.00			-17.10		-24.90		 87.00
  0.00			-17.20		-25.10		 87.50
  0.00			-17.30		-25.30		 88.00
  0.00			-17.45		-25.60		 88.50
  0.00			-17.60		-25.90		 89.00
  0.00			-17.70		-26.15		 89.50
  0.00			-17.80		-26.40		 90.00
  0.00			-17.90		-26.80		 90.50
  0.00			-18.00		-27.20		 91.00
  0.00			-18.15		-27.45		 91.50
  0.00			-18.30		-27.70		 92.00
  0.00			-18.40		-28.15		 92.50
  0.00			-18.50		-28.60		 93.00
  0.00			-18.60		-28.90		 93.50
  0.00			-18.70		-29.20		 94.00
  0.00			-18.80		-29.90		 94.50
  0.00			-18.90		-30.60		 95.00
  0.00			-19.05		-30.60		 95.50
  0.00			-19.20		-30.60		 96.00
  0.00			-19.30		-31.10		 96.50
  0.00			-19.40		-31.60		 97.00
  0.00			-19.50		-31.85		 97.50
  0.00			-19.60		-32.10		 98.00
  0.00			-19.70		-32.05		 98.50
  0.00			-19.80		-32.00		 99.00
  0.00			-19.90		-32.20		 99.50
  0.00			-20.00		-32.40		100.00
  0.00			-20.10		-32.15		100.50
  0.00			-20.20		-31.90		101.00
  0.00			-20.30		-32.05		101.50
  0.00			-20.40		-32.20		102.00
  0.00			-20.50		-32.00		102.50
  0.00			-20.60		-31.80		103.00
  0.00			-20.65		-31.95		103.50
  0.00			-20.70		-32.10		104.00
  0.00			-20.80		-31.80		104.50
  0.00			-20.90		-31.50		105.00
  0.00			-21.00		-31.85		105.50
  0.00			-21.10		-32.20		106.00
  0.00			-21.20		-32.30		106.50
  0.00			-21.30		-32.40		107.00
  0.00			-21.35		-32.85		107.50
  0.00			-21.40		-33.30		108.00
  0.00			-21.50		-33.75		108.50
  0.00			-21.60		-34.20		109.00
  0.00			-21.65		-34.70		109.50
  0.00			-21.70		-35.20		110.00
  0.00			-21.80		-36.50		110.50
  0.00			-21.90		-37.80		111.00
  0.00			-21.95		-38.40		111.50
  0.00			-22.00		-39.00		112.00
  0.00			-22.10		-40.20		112.50
  0.00			-22.20		-41.40		113.00
  0.00			-22.25		-41.50		113.50
  0.00			-22.30		-41.60		114.00
  0.00			-22.35		-40.60		114.50
  0.00			-22.40		-39.60		115.00
  0.00			-22.50		-38.85		115.50
  0.00			-22.60		-38.10		116.00
  0.00			-22.65		-38.05		116.50
  0.00			-22.70		-38.00		117.00
  0.00			-22.75		-37.00		117.50
  0.00			-22.80		-36.00		118.00
  0.00			-22.90		-35.30		118.50
  0.00			-23.00		-34.60		119.00
  0.00			-23.05		-34.55		119.50
  0.00			-23.10		-34.50		120.00
  0.00			-23.15		-34.85		120.50
  0.00			-23.20		-35.20		121.00
  0.00			-23.25		-35.40		121.50
  0.00			-23.30		-35.60		122.00
  0.00			-23.40		-36.65		122.50
  0.00			-23.50		-37.70		123.00
  0.00			-23.55		-39.95		123.50
  0.00			-23.60		-42.20		124.00
  0.00			-23.65		-43.95		124.50
  0.00			-23.70		-45.70		125.00
  0.00			-23.80		-49.25		125.50
  0.00			-23.90		-52.80		126.00
  0.00			-23.95		-48.65		126.50
  0.00			-24.00		-44.50		127.00
  0.00			-24.05		-42.95		127.50
  0.00			-24.10		-41.40		128.00
  0.00			-24.20		-40.45		128.50
  0.00			-24.30		-39.50		129.00
  0.00			-24.35		-38.35		129.50
  0.00			-24.40		-37.20		130.00
  0.00			-24.50		-37.10		130.50
  0.00			-24.60		-37.00		131.00
  0.00			-24.65		-37.20		131.50
  0.00			-24.70		-37.40		132.00
  0.00			-24.80		-37.60		132.50
  0.00			-24.90		-37.80		133.00
  0.00			-24.95		-38.60		133.50
  0.00			-25.00		-39.40		134.00
  0.00			-25.10		-39.75		134.50
  0.00			-25.20		-40.10		135.00
  0.00			-25.30		-41.95		135.50
  0.00			-25.40		-43.80		136.00
  0.00			-25.50		-43.60		136.50
  0.00			-25.60		-43.40		137.00
  0.00			-25.65		-45.20		137.50
  0.00			-25.70		-47.00		138.00
  0.00			-25.80		-44.25		138.50
  0.00			-25.90		-41.50		139.00
  0.00			-26.00		-39.85		139.50
  0.00			-26.10		-38.20		140.00
  0.00			-26.20		-36.80		140.50
  0.00			-26.30		-35.40		141.00
  0.00			-26.40		-34.95		141.50
  0.00			-26.50		-34.50		142.00
  0.00			-26.60		-33.95		142.50
  0.00			-26.70		-33.40		143.00
  0.00			-26.80		-33.40		143.50
  0.00			-26.90		-33.40		144.00
  0.00			-27.05		-33.75		144.50
  0.00			-27.20		-34.10		145.00
  0.00			-27.30		-34.35		145.50
  0.00			-27.40		-34.60		146.00
  0.00			-27.50		-35.80		146.50
  0.00			-27.60		-37.00		147.00
  0.00			-27.75		-38.45		147.50
  0.00			-27.90		-39.90		148.00
  0.00			-28.00		-41.30		148.50
  0.00			-28.10		-42.70		149.00
  0.00			-28.25		-44.80		149.50
  0.00			-28.40		-46.90		150.00
  0.00			-28.55		-50.25		150.50
  0.00			-28.70		-53.60		151.00
  0.00			-28.80		-52.55		151.50
  0.00			-28.90		-51.50		152.00
  0.00			-29.05		-48.55		152.50
  0.00			-29.20		-45.60		153.00
  0.00			-29.35		-44.20		153.50
  0.00			-29.50		-42.80		154.00
  0.00			-29.65		-43.45		154.50
  0.00			-29.80		-44.10		155.00
  0.00			-29.95		-45.50		155.50
  0.00			-30.10		-46.90		156.00
  0.00			-30.25		-49.55		156.50
  0.00			-30.40		-52.20		157.00
  0.00			-30.55		-55.35		157.50
  0.00			-30.70		-58.50		158.00
  0.00			-30.80		-51.35		158.50
  0.00			-30.90		-44.20		159.00
  0.00			-31.05		-42.30		159.50
  0.00			-31.20		-40.40		160.00
  0.00			-31.35		-39.40		160.50
  0.00			-31.50		-38.40		161.00
  0.00			-31.60		-38.15		161.50
  0.00			-31.70		-37.90		162.00
  0.00			-31.85		-37.60		162.50
  0.00			-32.00		-37.30		163.00
  0.00			-32.10		-38.35		163.50
  0.00			-32.20		-39.40		164.00
  0.00			-32.30		-40.95		164.50
  0.00			-32.40		-42.50		165.00
  0.00			-32.45		-50.30		165.50
  0.00			-32.50		-58.10		166.00
  0.00			-32.60		-53.20		166.50
  0.00			-32.70		-48.30		167.00
  0.00			-32.75		-44.90		167.50
  0.00			-32.80		-41.50		168.00
  0.00			-32.85		-40.50		168.50
  0.00			-32.90		-39.50		169.00
  0.00			-32.95		-38.95		169.50
  0.00			-33.00		-38.40		170.00
  0.00			-33.00		-41.20		170.50
  0.00			-33.00		-44.00		171.00
  0.00			-33.00		-50.60		171.50
  0.00			-33.00		-57.20		172.00
  0.00			-33.05		-51.05		172.50
  0.00			-33.10		-44.90		173.00
  0.00			-33.10		-43.15		173.50
  0.00			-33.10		-41.40		174.00
  0.00			-33.10		-39.10		174.50
  0.00			-33.10		-36.80		175.00
  0.00			-33.15		-35.00		175.50
  0.00			-33.20		-33.20		176.00
  0.00			-33.20		-32.40		176.50
  0.00			-33.20		-31.60		177.00
  0.00			-33.20		-30.90		177.50
  0.00			-33.20		-30.20		178.00
  0.00			-33.20		-29.85		178.50
  0.00			-33.20		-29.50		179.00
  0.00			-33.25		-29.35		179.50
  0.00			-33.30		-29.20		180.00
  0.00			-33.35		 -0.00		180.50
  0.00			-33.40		 -0.00		181.00
  0.00			-33.45		 -0.00		181.50
  0.00			-33.50		 -0.00		182.00
  0.00			-33.50		 -0.00		182.50
  0.00			-33.50		 -0.00		183.00
  0.00			-33.55		 -0.00		183.50
  0.00			-33.60		 -0.00		184.00
  0.00			-33.65		 -0.00		184.50
  0.00			-33.70		 -0.00		185.00
  0.00			-33.75		 -0.00		185.50
  0.00			-33.80		 -0.00		186.00
  0.00			-33.85		 -0.00		186.50
  0.00			-33.90		 -0.00		187.00
  0.00			-33.95		 -0.00		187.50
  0.00			-34.00		 -0.00		188.00
  0.00			-34.05		 -0.00		188.50
  0.00			-34.10		 -0.00		189.00
  0.00			-34.15		 -0.00		189.50
  0.00			-34.20		 -0.00		190.00
  0.00			-34.25		 -0.00		190.50
  0.00			-34.30		 -0.00		191.00
  0.00			-34.35		 -0.00		191.50
  0.00			-34.40		 -0.00		192.00
  0.00			-34.40		 -0.00		192.50
  0.00			-34.40		 -0.00		193.00
  0.00			-34.40		 -0.00		193.50
  0.00			-34.40		 -0.00		194.00
  0.00			-34.40		 -0.00		194.50
  0.00			-34.40		 -0.00		195.00
  0.00			-34.35		 -0.00		195.50
  0.00			-34.30		 -0.00		196.00
  0.00			-34.25		 -0.00		196.50
  0.00			-34.20		 -0.00		197.00
  0.00			-34.10		 -0.00		197.50
  0.00			-34.00		 -0.00		198.00
  0.00			-33.95		 -0.00		198.50
  0.00			-33.90		 -0.00		199.00
  0.00			-33.80		 -0.00		199.50
  0.00			-33.70		 -0.00		200.00
  0.00			-33.55		 -0.00		200.50
  0.00			-33.40		 -0.00		201.00
  0.00			-33.25		 -0.00		201.50
  0.00			-33.10		 -0.00		202.00
  0.00			-32.95		 -0.00		202.50
  0.00			-32.80		 -0.00		203.00
  0.00			-32.65		 -0.00		203.50
  0.00			-32.50		 -0.00		204.00
  0.00			-32.35		 -0.00		204.50
  0.00			-32.20		 -0.00		205.00
  0.00			-32.00		 -0.00		205.50
  0.00			-31.80		 -0.00		206.00
  0.00			-31.65		 -0.00		206.50
  0.00			-31.50		 -0.00		207.00
  0.00			-31.35		 -0.00		207.50
  0.00			-31.20		 -0.00		208.00
  0.00			-31.00		 -0.00		208.50
  0.00			-30.80		 -0.00		209.00
  0.00			-30.65		 -0.00		209.50
  0.00			-30.50		 -0.00		210.00
  0.00			-30.30		 -0.00		210.50
  0.00			-30.10		 -0.00		211.00
  0.00			-30.00		 -0.00		211.50
  0.00			-29.90		 -0.00		212.00
  0.00			-29.70		 -0.00		212.50
  0.00			-29.50		 -0.00		213.00
  0.00			-29.35		 -0.00		213.50
  0.00			-29.20		 -0.00		214.00
  0.00			-29.10		 -0.00		214.50
  0.00			-29.00		 -0.00		215.00
  0.00			-28.85		 -0.00		215.50
  0.00			-28.70		 -0.00		216.00
  0.00			-28.55		 -0.00		216.50
  0.00			-28.40		 -0.00		217.00
  0.00			-28.30		 -0.00		217.50
  0.00			-28.20		 -0.00		218.00
  0.00			-28.05		 -0.00		218.50
  0.00			-27.90		 -0.00		219.00
  0.00			-27.80		 -0.00		219.50
  0.00			-27.70		 -0.00		220.00
  0.00			-27.60		 -0.00		220.50
  0.00			-27.50		 -0.00		221.00
  0.00			-27.45		 -0.00		221.50
  0.00			-27.40		 -0.00		222.00
  0.00			-27.30		 -0.00		222.50
  0.00			-27.20		 -0.00		223.00
  0.00			-27.15		 -0.00		223.50
  0.00			-27.10		 -0.00		224.00
  0.00			-27.00		 -0.00		224.50
  0.00			-26.90		 -0.00		225.00
  0.00			-26.80		 -0.00		225.50
  0.00			-26.70		 -0.00		226.00
  0.00			-26.65		 -0.00		226.50
  0.00			-26.60		 -0.00		227.00
  0.00			-26.50		 -0.00		227.50
  0.00			-26.40		 -0.00		228.00
  0.00			-26.35		 -0.00		228.50
  0.00			-26.30		 -0.00		229.00
  0.00			-26.20		 -0.00		229.50
  0.00			-26.10		 -0.00		230.00
  0.00			-26.05		 -0.00		230.50
  0.00			-26.00		 -0.00		231.00
  0.00			-25.95		 -0.00		231.50
  0.00			-25.90		 -0.00		232.00
  0.00			-25.80		 -0.00		232.50
  0.00			-25.70		 -0.00		233.00
  0.00			-25.65		 -0.00		233.50
  0.00			-25.60		 -0.00		234.00
  0.00			-25.55		 -0.00		234.50
  0.00			-25.50		 -0.00		235.00
  0.00			-25.45		 -0.00		235.50
  0.00			-25.40		 -0.00		236.00
  0.00			-25.30		 -0.00		236.50
  0.00			-25.20		 -0.00		237.00
  0.00			-25.15		 -0.00		237.50
  0.00			-25.10		 -0.00		238.00
  0.00			-25.05		 -0.00		238.50
  0.00			-25.00		 -0.00		239.00
  0.00			-24.95		 -0.00		239.50
  0.00			-24.90		 -0.00		240.00
  0.00			-24.85		 -0.00		240.50
  0.00			-24.80		 -0.00		241.00
  0.00			-24.75		 -0.00		241.50
  0.00			-24.70		 -0.00		242.00
  0.00			-24.60		 -0.00		242.50
  0.00			-24.50		 -0.00		243.00
  0.00			-24.45		 -0.00		243.50
  0.00			-24.40		 -0.00		244.00
  0.00			-24.35		 -0.00		244.50
  0.00			-24.30		 -0.00		245.00
  0.00			-24.25		 -0.00		245.50
  0.00			-24.20		 -0.00		246.00
  0.00			-24.10		 -0.00		246.50
  0.00			-24.00		 -0.00		247.00
  0.00			-23.95		 -0.00		247.50
  0.00			-23.90		 -0.00		248.00
  0.00			-23.85		 -0.00		248.50
  0.00			-23.80		 -0.00		249.00
  0.00			-23.70		 -0.00		249.50
  0.00			-23.60		 -0.00		250.00
  0.00			-23.55		 -0.00		250.50
  0.00			-23.50		 -0.00		251.00
  0.00			-23.40		 -0.00		251.50
  0.00			-23.30		 -0.00		252.00
  0.00			-23.20		 -0.00		252.50
  0.00			-23.10		 -0.00		253.00
  0.00			-23.05		 -0.00		253.50
  0.00			-23.00		 -0.00		254.00
  0.00			-22.90		 -0.00		254.50
  0.00			-22.80		 -0.00		255.00
  0.00			-22.70		 -0.00		255.50
  0.00			-22.60		 -0.00		256.00
  0.00			-22.50		 -0.00		256.50
  0.00			-22.40		 -0.00		257.00
  0.00			-22.30		 -0.00		257.50
  0.00			-22.20		 -0.00		258.00
  0.00			-22.10		 -0.00		258.50
  0.00			-22.00		 -0.00		259.00
  0.00			-21.90		 -0.00		259.50
  0.00			-21.80		 -0.00		260.00
  0.00			-21.70		 -0.00		260.50
  0.00			-21.60		 -0.00		261.00
  0.00			-21.50		 -0.00		261.50
  0.00			-21.40		 -0.00		262.00
  0.00			-21.25		 -0.00		262.50
  0.00			-21.10		 -0.00		263.00
  0.00			-21.00		 -0.00		263.50
  0.00			-20.90		 -0.00		264.00
  0.00			-20.80		 -0.00		264.50
  0.00			-20.70		 -0.00		265.00
  0.00			-20.55		 -0.00		265.50
  0.00			-20.40		 -0.00		266.00
  0.00			-20.30		 -0.00		266.50
  0.00			-20.20		 -0.00		267.00
  0.00			-20.05		 -0.00		267.50
  0.00			-19.90		 -0.00		268.00
  0.00			-19.75		 -0.00		268.50
  0.00			-19.60		 -0.00		269.00
  0.00			-19.50		 -0.00		269.50
  0.00			-19.40		 -0.00		270.00
  0.00			-19.25		 -0.00		270.50
  0.00			-19.10		 -0.00		271.00
  0.00			-18.95		 -0.00		271.50
  0.00			-18.80		 -0.00		272.00
  0.00			-18.65		 -0.00		272.50
  0.00			-18.50		 -0.00		273.00
  0.00			-18.40		 -0.00		273.50
  0.00			-18.30		 -0.00		274.00
  0.00			-18.15		 -0.00		274.50
  0.00			-18.00		 -0.00		275.00
  0.00			-17.85		 -0.00		275.50
  0.00			-17.70		 -0.00		276.00
  0.00			-17.55		 -0.00		276.50
  0.00			-17.40		 -0.00		277.00
  0.00			-17.25		 -0.00		277.50
  0.00			-17.10		 -0.00		278.00
  0.00			-16.95		 -0.00		278.50
  0.00			-16.80		 -0.00		279.00
  0.00			-16.65		 -0.00		279.50
  0.00			-16.50		 -0.00		280.00
  0.00			-16.35		 -0.00		280.50
  0.00			-16.20		 -0.00		281.00
  0.00			-16.05		 -0.00		281.50
  0.00			-15.90		 -0.00		282.00
  0.00			-15.75		 -0.00		282.50
  0.00			-15.60		 -0.00		283.00
  0.00			-15.45		 -0.00		283.50
  0.00			-15.30		 -0.00		284.00
  0.00			-15.15		 -0.00		284.50
  0.00			-15.00		 -0.00		285.00
  0.00			-14.85		 -0.00		285.50
  0.00			-14.70		 -0.00		286.00
  0.00			-14.50		 -0.00		286.50
  0.00			-14.30		 -0.00		287.00
  0.00			-14.15		 -0.00		287.50
  0.00			-14.00		 -0.00		288.00
  0.00			-13.85		 -0.00		288.50
  0.00			-13.70		 -0.00		289.00
  0.00			-13.55		 -0.00		289.50
  0.00			-13.40		 -0.00		290.00
  0.00			-13.25		 -0.00		290.50
  0.00			-13.10		 -0.00		291.00
  0.00			-12.95		 -0.00		291.50
  0.00			-12.80		 -0.00		292.00
  0.00			-12.65		 -0.00		292.50
  0.00			-12.50		 -0.00		293.00
  0.00			-12.35		 -0.00		293.50
  0.00			-12.20		 -0.00		294.00
  0.00			-12.05		 -0.00		294.50
  0.00			-11.90		 -0.00		295.00
  0.00			-11.75		 -0.00		295.50
  0.00			-11.60		 -0.00		296.00
  0.00			-11.40		 -0.00		296.50
  0.00			-11.20		 -0.00		297.00
  0.00			-11.05		 -0.00		297.50
  0.00			-10.90		 -0.00		298.00
  0.00			-10.75		 -0.00		298.50
  0.00			-10.60		 -0.00		299.00
  0.00			-10.45		 -0.00		299.50
  0.00			-10.30		 -0.00		300.00
  0.00			-10.15		 -0.00		300.50
  0.00			-10.00		 -0.00		301.00
  0.00			 -9.85		 -0.00		301.50
  0.00			 -9.70		 -0.00		302.00
  0.00			 -9.55		 -0.00		302.50
  0.00			 -9.40		 -0.00		303.00
  0.00			 -9.25		 -0.00		303.50
  0.00			 -9.10		 -0.00		304.00
  0.00			 -9.00		 -0.00		304.50
  0.00			 -8.90		 -0.00		305.00
  0.00			 -8.75		 -0.00		305.50
  0.00			 -8.60		 -0.00		306.00
  0.00			 -8.45		 -0.00		306.50
  0.00			 -8.30		 -0.00		307.00
  0.00			 -8.15		 -0.00		307.50
  0.00			 -8.00		 -0.00		308.00
  0.00			 -7.85		 -0.00		308.50
  0.00			 -7.70		 -0.00		309.00
  0.00			 -7.55		 -0.00		309.50
  0.00			 -7.40		 -0.00		310.00
  0.00			 -7.30		 -0.00		310.50
  0.00			 -7.20		 -0.00		311.00
  0.00			 -7.05		 -0.00		311.50
  0.00			 -6.90		 -0.00		312.00
  0.00			 -6.75		 -0.00		312.50
  0.00			 -6.60		 -0.00		313.00
  0.00			 -6.50		 -0.00		313.50
  0.00			 -6.40		 -0.00		314.00
  0.00			 -6.25		 -0.00		314.50
  0.00			 -6.10		 -0.00		315.00
  0.00			 -6.00		 -0.00		315.50
  0.00			 -5.90		 -0.00		316.00
  0.00			 -5.75		 -0.00		316.50
  0.00			 -5.60		 -0.00		317.00
  0.00			 -5.50		 -0.00		317.50
  0.00			 -5.40		 -0.00		318.00
  0.00			 -5.25		 -0.00		318.50
  0.00			 -5.10		 -0.00		319.00
  0.00			 -5.00		 -0.00		319.50
  0.00			 -4.90		 -0.00		320.00
  0.00			 -4.80		 -0.00		320.50
  0.00			 -4.70		 -0.00		321.00
  0.00			 -4.60		 -0.00		321.50
  0.00			 -4.50		 -0.00		322.00
  0.00			 -4.35		 -0.00		322.50
  0.00			 -4.20		 -0.00		323.00
  0.00			 -4.10		 -0.00		323.50
  0.00			 -4.00		 -0.00		324.00
  0.00			 -3.90		 -0.00		324.50
  0.00			 -3.80		 -0.00		325.00
  0.00			 -3.70		 -0.00		325.50
  0.00			 -3.60		 -0.00		326.00
  0.00			 -3.50		 -0.00		326.50
  0.00			 -3.40		 -0.00		327.00
  0.00			 -3.30		 -0.00		327.50
  0.00			 -3.20		 -0.00		328.00
  0.00			 -3.10		 -0.00		328.50
  0.00			 -3.00		 -0.00		329.00
  0.00			 -2.90		 -0.00		329.50
  0.00			 -2.80		 -0.00		330.00
  0.00			 -2.75		 -0.00		330.50
  0.00			 -2.70		 -0.00		331.00
  0.00			 -2.60		 -0.00		331.50
  0.00			 -2.50		 -0.00		332.00
  0.00			 -2.40		 -0.00		332.50
  0.00			 -2.30		 -0.00		333.00
  0.00			 -2.25		 -0.00		333.50
  0.00			 -2.20		 -0.00		334.00
  0.00			 -2.10		 -0.00		334.50
  0.00			 -2.00		 -0.00		335.00
  0.00			 -1.95		 -0.00		335.50
  0.00			 -1.90		 -0.00		336.00
  0.00			 -1.80		 -0.00		336.50
  0.00			 -1.70		 -0.00		337.00
  0.00			 -1.65		 -0.00		337.50
  0.00			 -1.60		 -0.00		338.00
  0.00			 -1.55		 -0.00		338.50
  0.00			 -1.50		 -0.00		339.00
  0.00			 -1.40		 -0.00		339.50
  0.00			 -1.30		 -0.00		340.00
  0.00			 -1.25		 -0.00		340.50
  0.00			 -1.20		 -0.00		341.00
  0.00			 -1.15		 -0.00		341.50
  0.00			 -1.10		 -0.00		342.00
  0.00			 -1.05		 -0.00		342.50
  0.00			 -1.00		 -0.00		343.00
  0.00			 -0.95		 -0.00		343.50
  0.00			 -0.90		 -0.00		344.00
  0.00			 -0.85		 -0.00		344.50
  0.00			 -0.80		 -0.00		345.00
  0.00			 -0.75		 -0.00		345.50
  0.00			 -0.70		 -0.00		346.00
  0.00			 -0.65		 -0.00		346.50
  0.00			 -0.60		 -0.00		347.00
  0.00			 -0.55		 -0.00		347.50
